halpha_e,obs_site,time,reference,time_system,FWHM,bisector,instr,star,airmass,exp_time,sig_to_noise_ratio_in_order_55,barycentric_earth_rv,uncert,halpha,rv,wavelength_calib_technique,source
,ESO La Silla,2451481.867,"Mayor et al. 2004 (A&A, 415, 391)",BJD,,,CORALIE,HD 92788,,,,,7,,-4349,Thorium Argon,Wright
,ESO La Silla,2451499.857,"Mayor et al. 2004 (A&A, 415, 391)",BJD,,,CORALIE,HD 92788,,,,,7,,-4361,Thorium Argon,Wright
,ESO La Silla,2451548.765,"Mayor et al. 2004 (A&A, 415, 391)",BJD,,,CORALIE,HD 92788,,,,,5,,-4447,Thorium Argon,Wright
,ESO La Silla,2451549.823,"Mayor et al. 2004 (A&A, 415, 391)",BJD,,,CORALIE,HD 92788,,,,,5,,-4449,Thorium Argon,Wright
,ESO La Silla,2451569.834,"Mayor et al. 2004 (A&A, 415, 391)",BJD,,,CORALIE,HD 92788,,,,,5,,-4465,Thorium Argon,Wright
,ESO La Silla,2451588.767,"Mayor et al. 2004 (A&A, 415, 391)",BJD,,,CORALIE,HD 92788,,,,,6,,-4484,Thorium Argon,Wright
,ESO La Silla,2451612.753,"Mayor et al. 2004 (A&A, 415, 391)",BJD,,,CORALIE,HD 92788,,,,,6,,-4516,Thorium Argon,Wright
,ESO La Silla,2451615.749,"Mayor et al. 2004 (A&A, 415, 391)",BJD,,,CORALIE,HD 92788,,,,,5,,-4512,Thorium Argon,Wright
,ESO La Silla,2451616.717,"Mayor et al. 2004 (A&A, 415, 391)",BJD,,,CORALIE,HD 92788,,,,,5,,-4512,Thorium Argon,Wright
,ESO La Silla,2451619.643,"Mayor et al. 2004 (A&A, 415, 391)",BJD,,,CORALIE,HD 92788,,,,,6,,-4507,Thorium Argon,Wright
,ESO La Silla,2451620.645,"Mayor et al. 2004 (A&A, 415, 391)",BJD,,,CORALIE,HD 92788,,,,,6,,-4515,Thorium Argon,Wright
,ESO La Silla,2451621.651,"Mayor et al. 2004 (A&A, 415, 391)",BJD,,,CORALIE,HD 92788,,,,,6,,-4526,Thorium Argon,Wright
,ESO La Silla,2451622.673,"Mayor et al. 2004 (A&A, 415, 391)",BJD,,,CORALIE,HD 92788,,,,,6,,-4520,Thorium Argon,Wright
,ESO La Silla,2451623.721,"Mayor et al. 2004 (A&A, 415, 391)",BJD,,,CORALIE,HD 92788,,,,,6,,-4521,Thorium Argon,Wright
,ESO La Silla,2451624.682,"Mayor et al. 2004 (A&A, 415, 391)",BJD,,,CORALIE,HD 92788,,,,,6,,-4523,Thorium Argon,Wright
,ESO La Silla,2451625.626,"Mayor et al. 2004 (A&A, 415, 391)",BJD,,,CORALIE,HD 92788,,,,,6,,-4535,Thorium Argon,Wright
,ESO La Silla,2451626.658,"Mayor et al. 2004 (A&A, 415, 391)",BJD,,,CORALIE,HD 92788,,,,,5,,-4535,Thorium Argon,Wright
,ESO La Silla,2451627.627,"Mayor et al. 2004 (A&A, 415, 391)",BJD,,,CORALIE,HD 92788,,,,,6,,-4522,Thorium Argon,Wright
,ESO La Silla,2451628.616,"Mayor et al. 2004 (A&A, 415, 391)",BJD,,,CORALIE,HD 92788,,,,,5,,-4538,Thorium Argon,Wright
,ESO La Silla,2451629.627,"Mayor et al. 2004 (A&A, 415, 391)",BJD,,,CORALIE,HD 92788,,,,,6,,-4535,Thorium Argon,Wright
,ESO La Silla,2451630.606,"Mayor et al. 2004 (A&A, 415, 391)",BJD,,,CORALIE,HD 92788,,,,,5,,-4531,Thorium Argon,Wright
,ESO La Silla,2451631.593,"Mayor et al. 2004 (A&A, 415, 391)",BJD,,,CORALIE,HD 92788,,,,,5,,-4520,Thorium Argon,Wright
,ESO La Silla,2451632.594,"Mayor et al. 2004 (A&A, 415, 391)",BJD,,,CORALIE,HD 92788,,,,,5,,-4537,Thorium Argon,Wright
,ESO La Silla,2451633.649,"Mayor et al. 2004 (A&A, 415, 391)",BJD,,,CORALIE,HD 92788,,,,,5,,-4538,Thorium Argon,Wright
,ESO La Silla,2451640.676,"Mayor et al. 2004 (A&A, 415, 391)",BJD,,,CORALIE,HD 92788,,,,,5,,-4542,Thorium Argon,Wright
,ESO La Silla,2451642.613,"Mayor et al. 2004 (A&A, 415, 391)",BJD,,,CORALIE,HD 92788,,,,,5,,-4542,Thorium Argon,Wright
,ESO La Silla,2451646.69,"Mayor et al. 2004 (A&A, 415, 391)",BJD,,,CORALIE,HD 92788,,,,,5,,-4553,Thorium Argon,Wright
,ESO La Silla,2451665.517,"Mayor et al. 2004 (A&A, 415, 391)",BJD,,,CORALIE,HD 92788,,,,,6,,-4548,Thorium Argon,Wright
,ESO La Silla,2451687.546,"Mayor et al. 2004 (A&A, 415, 391)",BJD,,,CORALIE,HD 92788,,,,,5,,-4561,Thorium Argon,Wright
,ESO La Silla,2451689.616,"Mayor et al. 2004 (A&A, 415, 391)",BJD,,,CORALIE,HD 92788,,,,,12,,-4558,Thorium Argon,Wright
,ESO La Silla,2451702.525,"Mayor et al. 2004 (A&A, 415, 391)",BJD,,,CORALIE,HD 92788,,,,,9,,-4580,Thorium Argon,Wright
,ESO La Silla,2451750.464,"Mayor et al. 2004 (A&A, 415, 391)",BJD,,,CORALIE,HD 92788,,,,,10,,-4373,Thorium Argon,Wright
,ESO La Silla,2451955.736,"Mayor et al. 2004 (A&A, 415, 391)",BJD,,,CORALIE,HD 92788,,,,,5,,-4526,Thorium Argon,Wright
,ESO La Silla,2451963.746,"Mayor et al. 2004 (A&A, 415, 391)",BJD,,,CORALIE,HD 92788,,,,,4,,-4529,Thorium Argon,Wright
,ESO La Silla,2451967.756,"Mayor et al. 2004 (A&A, 415, 391)",BJD,,,CORALIE,HD 92788,,,,,5,,-4535,Thorium Argon,Wright
,ESO La Silla,2451970.77,"Mayor et al. 2004 (A&A, 415, 391)",BJD,,,CORALIE,HD 92788,,,,,5,,-4541,Thorium Argon,Wright
,ESO La Silla,2451975.705,"Mayor et al. 2004 (A&A, 415, 391)",BJD,,,CORALIE,HD 92788,,,,,4,,-4534,Thorium Argon,Wright
,ESO La Silla,2451987.72,"Mayor et al. 2004 (A&A, 415, 391)",BJD,,,CORALIE,HD 92788,,,,,5,,-4555,Thorium Argon,Wright
,ESO La Silla,2451995.747,"Mayor et al. 2004 (A&A, 415, 391)",BJD,,,CORALIE,HD 92788,,,,,5,,-4573,Thorium Argon,Wright
,ESO La Silla,2452050.513,"Mayor et al. 2004 (A&A, 415, 391)",BJD,,,CORALIE,HD 92788,,,,,11,,-4506,Thorium Argon,Wright
,ESO La Silla,2452052.527,"Mayor et al. 2004 (A&A, 415, 391)",BJD,,,CORALIE,HD 92788,,,,,5,,-4507,Thorium Argon,Wright
,ESO La Silla,2452072.471,"Mayor et al. 2004 (A&A, 415, 391)",BJD,,,CORALIE,HD 92788,,,,,5,,-4414,Thorium Argon,Wright
,ESO La Silla,2452087.502,"Mayor et al. 2004 (A&A, 415, 391)",BJD,,,CORALIE,HD 92788,,,,,5,,-4376,Thorium Argon,Wright
,ESO La Silla,2452306.886,"Mayor et al. 2004 (A&A, 415, 391)",BJD,,,CORALIE,HD 92788,,,,,4,,-4552,Thorium Argon,Wright
,ESO La Silla,2452320.733,"Mayor et al. 2004 (A&A, 415, 391)",BJD,,,CORALIE,HD 92788,,,,,4,,-4558,Thorium Argon,Wright
,ESO La Silla,2452373.646,"Mayor et al. 2004 (A&A, 415, 391)",BJD,,,CORALIE,HD 92788,,,,,4,,-4513,Thorium Argon,Wright
,ESO La Silla,2452462.472,"Mayor et al. 2004 (A&A, 415, 391)",BJD,,,CORALIE,HD 92788,,,,,3,,-4386,Thorium Argon,Wright
,ESO La Silla,2452712.628,"Mayor et al. 2004 (A&A, 415, 391)",BJD,,,CORALIE,HD 92788,,,,,4,,-4457,Thorium Argon,Wright
0.000885487,La Silla Observatory,2453163.448,"Trifonov et al. (A&A 636, A74 (2020))",BJD,7.25107005,-0.026735397,HARPS,HD92788,NaN,100.0009,84.1,-28.92114314,1.188,0.427134197,3.164,ThAr,Trifonov
0.000907259,La Silla Observatory,2453163.45,"Trifonov et al. (A&A 636, A74 (2020))",BJD,7.247288883,-0.027947796,HARPS,HD92788,NaN,99.9967,82.2,-28.92497419,1.203,0.426788433,0.575,ThAr,Trifonov
0.000970601,La Silla Observatory,2453163.451,"Trifonov et al. (A&A 636, A74 (2020))",BJD,7.245946155,-0.02695412,HARPS,HD92788,NaN,99.9951,78.3,-28.92873328,1.217,0.426499385,-3.443,ThAr,Trifonov
0.000942201,La Silla Observatory,2453163.454,"Trifonov et al. (A&A 636, A74 (2020))",BJD,7.247031817,-0.028193518,HARPS,HD92788,NaN,100.0007,80.2,-28.93470103,1.205,0.42597146,-0.852,ThAr,Trifonov
0.000980286,La Silla Observatory,2453163.455,"Trifonov et al. (A&A 636, A74 (2020))",BJD,7.249572323,-0.026729369,HARPS,HD92788,NaN,100.0026,77.6,-28.93860146,1.223,0.424552991,3.384,ThAr,Trifonov
0.001043819,La Silla Observatory,2453163.457,"Trifonov et al. (A&A 636, A74 (2020))",BJD,7.239722203,-0.024493894,HARPS,HD92788,NaN,100.0017,73.4,-28.94238003,1.254,0.42604986,-0.894,ThAr,Trifonov
0.000938709,La Silla Observatory,2453163.458,"Trifonov et al. (A&A 636, A74 (2020))",BJD,7.248286494,-0.025684846,HARPS,HD92788,NaN,99.9998,79.5,-28.94597096,1.228,0.427934803,1.5,ThAr,Trifonov
0.001000283,La Silla Observatory,2453163.46,"Trifonov et al. (A&A 636, A74 (2020))",BJD,7.249543818,-0.026091367,HARPS,HD92788,NaN,100.0015,75.8,-28.94974962,1.24,0.424949578,1.879,ThAr,Trifonov
0.000846469,La Silla Observatory,2453163.471,"Trifonov et al. (A&A 636, A74 (2020))",BJD,7.247742683,-0.027101533,HARPS,HD92788,NaN,100.0021,88.1,-28.97686963,1.162,0.426375469,2.47,ThAr,Trifonov
0.000952464,La Silla Observatory,2453163.472,"Trifonov et al. (A&A 636, A74 (2020))",BJD,7.245051577,-0.026355953,HARPS,HD92788,NaN,100.0004,79.6,-28.98054695,1.211,0.425948676,0.551,ThAr,Trifonov
0.00092013,La Silla Observatory,2453163.474,"Trifonov et al. (A&A 636, A74 (2020))",BJD,7.252572213,-0.027698267,HARPS,HD92788,NaN,100.0026,80.3,-28.98432294,1.227,0.426236782,2.412,ThAr,Trifonov
0.000894066,La Silla Observatory,2453163.475,"Trifonov et al. (A&A 636, A74 (2020))",BJD,7.248934088,-0.026138477,HARPS,HD92788,NaN,100.0005,84.2,-28.98798159,1.178,0.424476651,-1.015,ThAr,Trifonov
0.000839046,La Silla Observatory,2453163.477,"Trifonov et al. (A&A 636, A74 (2020))",BJD,7.250236894,-0.02774592,HARPS,HD92788,NaN,100.0021,88,-28.99171086,1.17,0.425058906,1.039,ThAr,Trifonov
0.000886467,La Silla Observatory,2453163.478,"Trifonov et al. (A&A 636, A74 (2020))",BJD,7.247245717,-0.025954477,HARPS,HD92788,NaN,100.002,84.8,-28.99538383,1.18,0.42787048,2.967,ThAr,Trifonov
0.000863561,La Silla Observatory,2453163.48,"Trifonov et al. (A&A 636, A74 (2020))",BJD,7.24614944,-0.023083504,HARPS,HD92788,NaN,100.0003,86,-28.99906305,1.178,0.424664269,3.428,ThAr,Trifonov
0.000866508,La Silla Observatory,2453163.481,"Trifonov et al. (A&A 636, A74 (2020))",BJD,7.251311964,-0.031548009,HARPS,HD92788,NaN,100.0027,85.2,-29.00267154,1.189,0.424140223,0.325,ThAr,Trifonov
0.000879322,La Silla Observatory,2453163.483,"Trifonov et al. (A&A 636, A74 (2020))",BJD,7.248093368,-0.031958351,HARPS,HD92788,NaN,100.0026,84.5,-29.00638602,1.189,0.426470743,0.875,ThAr,Trifonov
0.000854569,La Silla Observatory,2453163.484,"Trifonov et al. (A&A 636, A74 (2020))",BJD,7.243940095,-0.026408244,HARPS,HD92788,NaN,100.0013,87.3,-29.01037611,1.166,0.424208628,0.127,ThAr,Trifonov
0.000802887,La Silla Observatory,2453164.446,"Trifonov et al. (A&A 636, A74 (2020))",BJD,7.244614444,-0.024697401,HARPS,HD92788,NaN,100.0022,91.2,-28.89285403,1.145,0.424445628,1.618,ThAr,Trifonov
0.000806253,La Silla Observatory,2453164.448,"Trifonov et al. (A&A 636, A74 (2020))",BJD,7.236454505,-0.025684094,HARPS,HD92788,NaN,100.0021,92,-28.89662064,1.131,0.426370554,-1.263,ThAr,Trifonov
0.000857819,La Silla Observatory,2453164.449,"Trifonov et al. (A&A 636, A74 (2020))",BJD,7.241653684,-0.029434856,HARPS,HD92788,NaN,100,87.6,-28.90042232,1.147,0.424933164,-2.082,ThAr,Trifonov
0.00081494,La Silla Observatory,2453164.451,"Trifonov et al. (A&A 636, A74 (2020))",BJD,7.243969955,-0.025985312,HARPS,HD92788,NaN,100.0001,90.2,-28.90424155,1.141,0.426067163,-1.362,ThAr,Trifonov
0.000816472,La Silla Observatory,2453164.452,"Trifonov et al. (A&A 636, A74 (2020))",BJD,7.248621855,-0.025673293,HARPS,HD92788,NaN,100.0019,90.7,-28.90803025,1.14,0.425873538,-2.543,ThAr,Trifonov
0.000794054,La Silla Observatory,2453164.454,"Trifonov et al. (A&A 636, A74 (2020))",BJD,7.243901733,-0.026353088,HARPS,HD92788,NaN,100.0021,93.2,-28.91175917,1.125,0.424921611,1.884,ThAr,Trifonov
0.000865173,La Silla Observatory,2453164.456,"Trifonov et al. (A&A 636, A74 (2020))",BJD,7.243145835,-0.023152587,HARPS,HD92788,NaN,100.0024,87,-28.91553668,1.15,0.425938275,-1.553,ThAr,Trifonov
0.000796337,La Silla Observatory,2453164.457,"Trifonov et al. (A&A 636, A74 (2020))",BJD,7.240386845,-0.025392418,HARPS,HD92788,NaN,100.0012,91.9,-28.91934027,1.137,0.425343864,-0.313,ThAr,Trifonov
0.000815278,La Silla Observatory,2453164.459,"Trifonov et al. (A&A 636, A74 (2020))",BJD,7.245103496,-0.024437247,HARPS,HD92788,NaN,99.9992,91,-28.92308322,1.129,0.423869626,-0.016,ThAr,Trifonov
0.000800784,La Silla Observatory,2453164.46,"Trifonov et al. (A&A 636, A74 (2020))",BJD,7.243266887,-0.024507764,HARPS,HD92788,NaN,100.0015,90.8,-28.92686511,1.148,0.425421684,-1.593,ThAr,Trifonov
0.000837601,La Silla Observatory,2453164.462,"Trifonov et al. (A&A 636, A74 (2020))",BJD,7.241583191,-0.026748589,HARPS,HD92788,NaN,100.003,89.1,-28.93063199,1.137,0.42550168,-0.445,ThAr,Trifonov
0.000812813,La Silla Observatory,2453164.463,"Trifonov et al. (A&A 636, A74 (2020))",BJD,7.242024608,-0.028083457,HARPS,HD92788,NaN,100.0027,89.8,-28.93436582,1.152,0.424764555,1.476,ThAr,Trifonov
0.000803798,La Silla Observatory,2453164.465,"Trifonov et al. (A&A 636, A74 (2020))",BJD,7.240645611,-0.02623447,HARPS,HD92788,NaN,100.002,91.5,-28.93811323,1.132,0.424709383,-0.136,ThAr,Trifonov
0.000824689,La Silla Observatory,2453164.466,"Trifonov et al. (A&A 636, A74 (2020))",BJD,7.242822166,-0.024399666,HARPS,HD92788,NaN,100.0022,89.3,-28.94185889,1.147,0.425579344,0.399,ThAr,Trifonov
0.000806503,La Silla Observatory,2453164.468,"Trifonov et al. (A&A 636, A74 (2020))",BJD,7.243093427,-0.023916055,HARPS,HD92788,NaN,100.0018,90.9,-28.9455369,1.14,0.425613564,2.017,ThAr,Trifonov
0.000837655,La Silla Observatory,2453164.469,"Trifonov et al. (A&A 636, A74 (2020))",BJD,7.249383102,-0.024566363,HARPS,HD92788,NaN,100.0021,87.4,-28.94924102,1.164,0.424244742,0.206,ThAr,Trifonov
0.000821223,La Silla Observatory,2453164.471,"Trifonov et al. (A&A 636, A74 (2020))",BJD,7.248010259,-0.026480002,HARPS,HD92788,NaN,100.0022,88.7,-28.95300686,1.16,0.424786639,-0.788,ThAr,Trifonov
0.000876181,La Silla Observatory,2453164.472,"Trifonov et al. (A&A 636, A74 (2020))",BJD,7.249084699,-0.025447579,HARPS,HD92788,NaN,100.0027,85.5,-28.9566512,1.16,0.424707478,-1.209,ThAr,Trifonov
0.00082594,La Silla Observatory,2453164.474,"Trifonov et al. (A&A 636, A74 (2020))",BJD,7.243936146,-0.030721443,HARPS,HD92788,NaN,99.9951,88.4,-28.96035488,1.16,0.424821214,0.044,ThAr,Trifonov
0.000823808,La Silla Observatory,2453164.475,"Trifonov et al. (A&A 636, A74 (2020))",BJD,7.242308197,-0.024138763,HARPS,HD92788,NaN,99.9953,89.4,-28.96400852,1.146,0.424235957,-0.497,ThAr,Trifonov
0.000857815,La Silla Observatory,2453164.477,"Trifonov et al. (A&A 636, A74 (2020))",BJD,7.243037776,-0.024986425,HARPS,HD92788,NaN,100.0022,85.5,-28.96765791,1.176,0.42524899,1.446,ThAr,Trifonov
0.000840947,La Silla Observatory,2453164.478,"Trifonov et al. (A&A 636, A74 (2020))",BJD,7.247380646,-0.027334866,HARPS,HD92788,NaN,100.0017,87.8,-28.97132672,1.157,0.425412001,-1.681,ThAr,Trifonov
0.000831438,La Silla Observatory,2453164.48,"Trifonov et al. (A&A 636, A74 (2020))",BJD,7.244185738,-0.028323864,HARPS,HD92788,NaN,100.0019,87.7,-28.97496663,1.168,0.426370358,0.269,ThAr,Trifonov
0.000803675,La Silla Observatory,2453164.481,"Trifonov et al. (A&A 636, A74 (2020))",BJD,7.243572713,-0.026941314,HARPS,HD92788,NaN,99.9999,90.9,-28.9786276,1.146,0.426927507,1.098,ThAr,Trifonov
0.000817735,La Silla Observatory,2453164.483,"Trifonov et al. (A&A 636, A74 (2020))",BJD,7.247695944,-0.028282684,HARPS,HD92788,NaN,100.0006,90.8,-28.98221906,1.132,0.425216641,-1.232,ThAr,Trifonov
0.000789378,La Silla Observatory,2453164.484,"Trifonov et al. (A&A 636, A74 (2020))",BJD,7.245856581,-0.025833401,HARPS,HD92788,NaN,100.0019,92.9,-28.98586058,1.134,0.426635918,0.459,ThAr,Trifonov
0.000786009,La Silla Observatory,2453164.486,"Trifonov et al. (A&A 636, A74 (2020))",BJD,7.240620391,-0.024474761,HARPS,HD92788,NaN,100.0024,94.2,-28.98942399,1.122,0.42744063,0.736,ThAr,Trifonov
0.000812241,La Silla Observatory,2453164.487,"Trifonov et al. (A&A 636, A74 (2020))",BJD,7.244416799,-0.02688627,HARPS,HD92788,NaN,100.001,89.5,-28.99299485,1.16,0.426953297,-0.301,ThAr,Trifonov
0.000805565,La Silla Observatory,2453164.489,"Trifonov et al. (A&A 636, A74 (2020))",BJD,7.238489804,-0.024737876,HARPS,HD92788,NaN,100.0025,92.5,-28.99656806,1.127,0.427142087,0.222,ThAr,Trifonov
0.000829146,La Silla Observatory,2453164.49,"Trifonov et al. (A&A 636, A74 (2020))",BJD,7.245816852,-0.031198755,HARPS,HD92788,NaN,100.0013,87.4,-29.00013547,1.181,0.427705208,0.459,ThAr,Trifonov
0.00080011,La Silla Observatory,2453164.492,"Trifonov et al. (A&A 636, A74 (2020))",BJD,7.241680298,-0.028517751,HARPS,HD92788,NaN,100.0021,91.3,-29.00370075,1.146,0.424983926,-1.793,ThAr,Trifonov
0.000826074,La Silla Observatory,2453164.493,"Trifonov et al. (A&A 636, A74 (2020))",BJD,7.242754992,-0.024525013,HARPS,HD92788,NaN,99.9999,89.6,-29.00726229,1.146,0.42601867,-0.905,ThAr,Trifonov
0.000813134,La Silla Observatory,2453164.495,"Trifonov et al. (A&A 636, A74 (2020))",BJD,7.24135655,-0.02619316,HARPS,HD92788,NaN,100.0014,90,-29.01075385,1.154,0.426993532,1.006,ThAr,Trifonov
0.000822344,La Silla Observatory,2453164.496,"Trifonov et al. (A&A 636, A74 (2020))",BJD,7.240421248,-0.025779593,HARPS,HD92788,NaN,100.0023,89.7,-29.01422665,1.146,0.423968712,-2.752,ThAr,Trifonov
0.000812793,La Silla Observatory,2453164.498,"Trifonov et al. (A&A 636, A74 (2020))",BJD,7.246452536,-0.025781302,HARPS,HD92788,NaN,100.0023,89.9,-29.01776145,1.153,0.426799423,-1.594,ThAr,Trifonov
0.000251118,La Silla Observatory,2453369.869,"Trifonov et al. (A&A 636, A74 (2020))",BJD,7.240392789,-0.025377829,HARPS,HD92788,NaN,899.9949,300.7,26.85379617,0.696,0.432549791,-2.349,ThAr,Trifonov
0.000251118,La Silla Observatory,2400000.01,"Trifonov et al. (A&A 636, A74 (2020))",BJD,7.240392789,-0.025377829,HARPS,HD92789,NaN,899.9949,300.7,26.85379617,0.696,0.432549791,-2.349,ThAr,Fake
0.000251118,La Silla Observatory,2400010.02,"Trifonov et al. (A&A 636, A74 (2020))",BJD,7.240392789,-0.025377829,HARPS,HD92790,NaN,899.9949,300.7,26.85379617,0.696,0.432549791,-2.349,ThAr,Fake
0.000251118,La Silla Observatory,2400020.03,"Trifonov et al. (A&A 636, A74 (2020))",BJD,7.240392789,-0.025377829,HARPS,HD92791,NaN,899.9949,300.7,26.85379617,0.696,0.432549791,-2.349,ThAr,Fake
0.000251118,La Silla Observatory,2400030.04,"Trifonov et al. (A&A 636, A74 (2020))",BJD,7.240392789,-0.025377829,HARPS,HD92792,NaN,899.9949,300.7,26.85379617,0.696,0.432549791,-2.349,ThAr,Fake
0.000251118,La Silla Observatory,2400040.05,"Trifonov et al. (A&A 636, A74 (2020))",BJD,7.240392789,-0.025377829,HARPS,HD92793,NaN,899.9949,300.7,26.85379617,0.696,0.432549791,-2.349,ThAr,Fake